UserId,device_token,device_name,device_type
52ccc44b-6457-e811-8104-1458d041f8e8,f2sJUcykE9I:APA91bF8KuBvmtdZlgdwM5p_WpDyecZ8SNxwCAfWIT39FtEjIJiABOBEDXvBjH-4F9SBcJwEqg03Rpq8UmaSIn8bkd5aOzFlQJvqRSw1Hb2g7FA7wVpojMmaaY7pSMQ2VCITEgI7ecPW,samsung SM-A520F,Android
64b871aa-2c45-e211-9f06-00155d350208,e2bO96EVj9g:APA91bFBYX3RJPEuam1AATjYEJxriH6XuVZ_TJmM-eZJQMo6OM33LPG5vgZLMQHlNbXsTE7PxXA2APshoU-02dQCrHjV-fvpLVgRXqP7s5MwL72b-7Oj7dFvvc_-Yf6HvxsMGrOGsJQU,HUAWEI CLT-L29,Android
89c296b2-b7c1-e411-b35d-00155d35022a,fC7mfELtagE:APA91bEJG7JvES6l4SKslnVrlpjPCWHLGEfxqpA3_j7Yfi62oCgSwe7KcXiCt_Y46f0gYj67qS40FbSHvzZ_8aRxGnszMDM9wu2eVtziLqIB9zNZcq5SKIIPZBOFcK5ctG6i1y2D7lZ7,samsung SM-G950F,Android
f073cfac-3ca7-e211-93cc-00155d350211,cU2gMnJFbrw:APA91bEMdVEqPL6BNcgWFfrw_LCvxevoCp2eHD3nuhgCjacxcRztPE7d8JCkbFVcDSrd3LFNv9Nr2_aHhaFnGKaOchN3dPP-DxvSIoMuhWWDfLwe8RZtfnIMBCGp-gWdZe9MkkwyGYia,samsung SM-G955N,Android
3eaf0cc9-f6f9-e811-a97a-000d3ab9add5,eCbTI9nj344:APA91bHuqX26bc1R10eXSW36Zb8bw-ttb7PaXJCLBBZOj3m3CGLB1LMKW1Ege2XzjCgw3mOGiLfEt1mHw873H0c7eQbeB1bLGTpycpbrFuqejmHJz7PJQExJyEAsXvzM1ymQOykN35np,Sony SOV36,Android
d11f70bc-2c45-e211-9f06-00155d350208,fVEFWpBvPo4:APA91bGCbW7MkJeG_2NYRNibH7whElVBYQyC_r-W2xdR3I_51EMSQdzaDq4aR6yYSC-_7HKcBxl-KUiwDyKDuxGmF0L_W8bb9_XTVh6CDs0IRLWPJ5F-t20UHwbwuxoKIt0snl0yWc2E,OPPO CPH1919,Android
a4e1b6ab-a432-ea11-a813-000d3a64905b,dzb21bLN56w:APA91bEw4gplVygjie-YoSTc1v4iAQPyryc2Kvmhpkzbr4TeQC19aMG7KN7lTr5xZyanzlN7kVFqR4nLhxEPU3TblM7oazNZxqMIHVKFXv8XyF9YUJxSZpkQ5Vi_6q_5MZJDHsPtAq_y,Google Pixel 3,Android
629cc5e7-4616-ea11-a811-000d3abad3f8,d1ewQkBJpkM:APA91bHwXrLDTh9lwuYHYprSSpFltlGHPPbxxixef7TQV1KDHMMc2rTHB8LWtfc-A6pPMZmO8iP3z_b91DjGxBxBKUoAe0P0koRljVASDlNjHZMpczB9ocrC53qmcu9lOjA-5hXmWLQ7,asus ASUS_X00ID,Android
eef87a53-e075-e811-8138-3863bb354ff0,c6VuCe7Gpz0:APA91bGXRoTNmjX09_wne0pyv-lDtIxaojnq5xQF0aA1SfJPOjbDUg49RkzaPkl43QiImVAHGqV4or7PSoYrFmTXjwcEh_xIICcPWwIJLRsbex8g--IN0X5I-oJohkUE_Vp5KbOCD1Sf,LGE LM-V409N,Android
119c1bae-2364-e411-84e9-00155d35032c,eAno6dQglJo:APA91bHziFVzXhWaZneNMCG9zA-EzG65Ls7m0HmrWFzqHzNBhET4whGI8HMpsdPgoy9TxJ45wgu1XX-7IwRikiSDB2LZg5_AzZlWR4A8iKuNixZuuRLiEjldNR0XBb9fLneWX1L45q34,samsung SM-G965F,Android
ff35a295-589d-e611-80ec-021dd8b71cd3,dPTOq0XIrAk:APA91bETmLTGgSFrryrVx9aQdqZ0LWATyWxX5t2e-tb76g-vKeWHL1ssWljAQq_ms6dVhiaJ3h56z2zXpvHyJMYcFlKQjxNQUFlsZ2DdPsTLyuvsAXxWuTOBkbmnqBRY30_nS8E1iRgg,samsung SM-G960F,Android
424eee63-2cad-e411-b35d-00155d35022a,fjjHrME55D8:APA91bH_twIsdWjQ4eWdvAqUh3Enc-4Cvxc-2h9EO-e1VdxCxSnk18mvsaaj5LRX8zHMUjiHOlwobBblLuWGSAwtdU6GMXOrdi3lK3Dz1EAdlgQkmHUqX-PbvUw7DCeNZ910GmGQR7AG,samsung SM-N960F,Android
b694eecf-9892-e911-a981-000d3aba0353,dCdVn434hkg:APA91bEO0bUivbr1eqq1mZ8bjiGV8T6a7lgzfE16uvZ17vrALDkKGR94UoTXW0eVlvl3AIBASPRpy-lWtye6OVYppruAIsdcGewvxkoCsfRx5qf7nIl_ZG7UCmXN917IH1ZMi7L2_ovB,Sony SO-01M,Android
83baea5e-2845-e211-9f06-00155d350208,drwLHrPdF-c:APA91bF3J8_hatExKtTfE9i7K4vEOTcauft3I61prOXz7ZMT90FO68gqEsnHLJAosxcFAKXa3W8juEHRMsOdCc7YECXvRaLBCDAW0V88PqfLcjVxTJmT8pJTS5QPD3fW4zTf2TyuVigs,HUAWEI EML-L29,Android
07baa569-6d2b-e511-b37e-00155d07d808,dlbylHAf1VY:APA91bHOMzeJ5fj1yrnWtWU0gCZjrL_B4C0Q8eXCQ6Y51jEFkBeySKVHkscpNuhblmNTHSVTl7Cg6laFQYuL1zrl1K1y5tS0q1yFHtd82uPgvaFgf5MNKUlcFScbSNRPl2sLhEvBMTY7,samsung SM-N9500,Android
46c11c08-2a45-e211-9f06-00155d350208,cvtU3qHhcAo:APA91bGyUqCv5KqZTGL3TiggrMFLMksfiRbALOWIsrBTPFUIUCz_mv2sCsWyttXdOuCnMSolRy8ulOfdruADac7OZwRoDpPh81raeF8Il21GhebdpWPm2ODbw7uRX5aUkYmb_INVwAyR,Google Pixel 2 XL,Android
2fe861c8-2c45-e211-9f06-00155d350208,d9XHb_reTuKMn0k7B4gpkM:APA91bETPf766pFcmkxEguYllvL-0SO_zsqtVBQmJ5yZtBUDFHoa2-twQd-V9r9mqMfmpobIMXK9xQg6Dp12uLkpSqMD5-GIiarDGChivgmAUGYRucpIaKXUmOpKNyN5Tp67Sig6UThV,samsung SM-G9750,Android
644c96ee-2e45-e211-9f06-00155d350208,dmwD0u3PQPKBVaBB9ue5mG:APA91bFZKoOGw6tNOtY9WZlHSGq1rCVZyV58vtgkpOBTf25LeIZWTDBsGDKeKRSpfnlIJH1_TDTund86UI3g_XI8hK1572En0VjHpNi12LVouFz6vf-H3HktPFALYn6u4c5UDdn_KCHb,LGE LG-M700,Android
37c4b554-ed9c-eb11-b1ac-000d3adbf720,cX6McToVTcuWA3WcbOcXB3:APA91bFR48QD_XGo1cnHw_f15_RRVg6yE25oDp_NDI_8-URiogLQ5ul_XUBS99HXsRU79Ovs1-5K9FBGezAlhjelXV9Jobn-nn2YbH5X404pwMtU2FMSFFSsttHpHOAJHWAwRIdMGbzf,samsung SM-G9910,Android
023b83f5-7aaf-ea11-a812-000d3a649fc7,emL0vK4MQlGp6hapmukYy-:APA91bGXG-I1egX5nBbZVzwksurdHUdUIDJA1r0Gg6_NZOVtlD-KDHaOAMwswuy8pagPlQFsr8xoDNEZ6KSwD4ErZMlkbDur1HnFaB4_2J25JyuGdzaZlExMpTl93bqC9uTSy7ohnwo7,samsung SM-N9750,Android
c1d0e8b7-7ed5-e711-80ef-1458d041f8e8,c5yQjYkpTvSRW3al_q139A:APA91bGY6zfIN9prNWHWUy7SVw34yXTtXdb8FEhPLfrGclvJlyvSOfnHUq0XFaGUNnpqpUrwE-OgeT80rlAdsh5ebUdQVY56U1SLNY3803TAtR98VH22uBXqzLUiPmtICUoJ-FLy3cEm,samsung SM-A505FN,Android
01b61c1e-a39d-e211-93cc-00155d350211,cyLU48QwTOefJr_kI4n8aA:APA91bHUW-0FNygU_XkwT_U3_yiQY7IRBi_uDOatBEPJVSVRlWzdEY1BiN5lLmP90iXItGWpQjqvZUUaYt9cRqRzd1CgofR4rSD9JWA9sBJr9gZApuJmnvLEpdsTDEhtiK3LGS5mspeK,Sony XQ-AT52,Android
f29e4f2d-3ca9-ea11-a812-000d3ad7a49b,dVB0-CczQiKZcxwSalUsh7:APA91bH7vkjkEOXCT8uejcgbtLs2l9Za2ep-xzslrZu5ZJuvIndGS6KHaINEc7kelkQxwSGIiMd6sDGtyTTbm1-U2GkpEhRhvCTdl5FUmlY5xxrt_dLRi3QbEzC2Up0UedViFbb5Bmlt,OnePlus GM1913,Android
44dd637c-cf9c-eb11-b1ac-000d3adbf720,d4IJua2YQNG2BnUOlYV0lT:APA91bF5wmKwph82nVhW_SMt8E8y3ZtdyTpax-34IzaWv50f0fbnzmLIiZycXKrh4rznsTjqEV5XBuglGTmP5guNroSwG8_TLjXJc4rRxzmSFXBPjbD-yS40Q1ibjMZXM4znmfydb7iv,samsung SM-G9910,Android
6ecee4da-08a6-e411-8a2d-00155d35022a,f3DKunY8RxuDzqTTMxYnag:APA91bGxe_GPeUFFBHdiYPRZSL_FLk0GJYIws3KtJrJjeySjZhp6hRdBJ6ARNLW53aR7wqrGS_U_-cLPe1LEhHkoqRexABC1-L_buxofSTKjOIv_BzHc4MQ35c1lr0ZK0jPEP-5LCo3s,samsung SM-A515F,Android
7410b3a9-2a45-e211-9f06-00155d350208,dNiO-IvdR1mL5iYX8Q8XH5:APA91bF-t0dq6DD9S_XmDFKAbe0gzG_L5XctFUPsasVI9pMdilmcLkFyTOT8OigZOaGg7KkuRbTS71fUVZG17kurwIg6l-4wLkO8Kg6FX2K2cpeXW_GN0-MgM6nOUQvbgd27Ol3X44-_,samsung SM-N9860,Android
df0a1cbf-88fb-e811-a97f-000d3ab9ad32,evoDcN49TeOyyhZ617f67Q:APA91bFnrSL6yYyP1VA6PiSxiEotM81ysnRntMSjcTsL57hLh_pLruFMyYD2-t9CBKDU4b4Zeg5Ydfbrzkuf3Tiw3jRjTIzjc3UK_lnwz3o6_qqMLWgcIWt9q0gXi737JVtCxgzKQyFM,samsung SM-G9730,Android
ade39e12-339a-e311-a824-00155d350211,efuXVv49wGc:APA91bFsYsw8jstsTB_p0sDyw81z0qsfe50qiwL2J6NswDL6fC-gmamzIejGvOddOuvB94DTmPPG72eJQHHqvlC7lAVVVO9KGWTU4OET8FClP4jSk4AnHGbdG5AR0hVHQO8WCvknOuAj,samsung SM-G9750,Android
edffca08-5a9b-eb11-b1ac-000d3adbf066,fjEtfGAWSUSsoEYLsowkdd:APA91bEKbMIS8Cw5vISkhNgh8C6CpwPUijZWRzyNjM-dKBkUigcoea0IO_qEZq3AM3uWqFfNPcrPsZ9CUil7XaeF434b2Z7RmNAod5SQMShTy5UCzG6f45QpAt2JjUoG72fr7uJ85tgC,samsung SM-G9730,Android
02197d95-1d9d-eb11-b1ac-000d3adbf720,e_2D_itYQ1yjPsPy1Xn_pQ:APA91bHeB2Iv7Bs_vFKiJR23tgBESHGTFe4b8pcYlJLysUFbHCr_0QjRs0okhNMUvwbe_ffl9YKSYZzvsa7TbU-a8a8b2sxP0U1LipXJ_Fbh5MPYJPKMuZguwVeqSL6Mkrhym-olzw3v,OnePlus KB2000,Android
adb38503-ff99-e411-8a2d-00155d35022a,dOdDa-D6SaCYE0dEZOI2Yf:APA91bHH2lEwLWAsO7pQMQZEwKl9dzmOuQ6Xwh6z4Q411f5zP5wFkoZdpEvXTQ55VntQFMWAvOZaIqqJ3e1JPb0xVvk6VlXTjBot_yBiGq-gIrSTuRsaBptPqq_M4dJ9tj4BQM1VFxC5,OnePlus LE2120,Android
795a1301-b48f-e211-80f2-00155d350211,c15eKiE1To66UcRwKaXNF_:APA91bEd3cuY7AxyLpUGYW8W_jULPwFYsZeVecCog3V5TKtHa53EVQyzqo-DJcQanb7GNuKBCnNq3-hHUAvJkn4n-LPsVHXeZiik6ZEw85py_2uR7rRZO1ByI_cdC3OkKmNsxnGCIwMx,samsung SM-N9860,Android
08d6d371-629b-eb11-b1ac-000d3adbf066,eSWr1USFQc-xzfPaR1prVu:APA91bELkO9Lyul5qfc7A7wmcqMrN-Iw7XMiWZ6PTB681laa6tJoGfgItrBcVzhCy3d8fNJMgG_eaPd04J_ew7BcJHB5SZ4K4IO39xDJ1_axUIGZ36xtRnhCx31K48JyPupmIfRZk86j,samsung SM-G9880,Android
13238219-961a-e811-812e-3863bb340dd8,faYVzDw_QficFi43koHs97:APA91bFTs0JUygH3HJZffGVxNa__bog_b1D9ceDt8k7g_1MG_27kVdZ8LFQQGJ4OK8464llDGZXBO7lGvTSpzKZZMP-Yz7GFsWHH7i4H3_joYvdaiVRHEQ4ThXMcbJHOIvKvTyoiQ6de,samsung SM-G9750,Android
5ef75564-0ca1-eb11-b1ac-000d3ab30471,dte2IfpwRvGlDTHCXWTeF1:APA91bHkr88dflFHe_I-UQdGAZDRCf7nk921AjI6Eb9NS1GbV31QXpA0N-BtsbIebD3-PDEChzxuqmih6dAdAlfk3lb4S8isOjCwO8gMh_ukEk42ODFd-uyNc0PiJwBabqf08GCtEEQf,samsung SM-G9880,Android
ebd98506-2f45-e211-9f06-00155d350208,cQxjRMQJT3e1BbQvZLwUgI:APA91bGxGm50HkODb5oS6qjBbEV2P7nxwVqkR0eDJHEPeyVG-hbOTaLuWTA05xMt1ywUIBel51y9Phmny3uOXhYkYKdkJDTOEcZTKPrmhrmF021Z3-fjKpc6Gy2Z4PPshQ8Eyl0Iafk_,samsung SM-G9860,Android
ea0b6d64-4bef-e511-80d1-021dd8b71c5a,fULM9catTfWCirhxQ0VB2C:APA91bFGDqTb0DQ0W4gZBlLfXM_RdDVeQStp24IrMQidPx8KUNqFlpkWuxCTJkcbsCDf7ySCoSr90VUDlcSRwWQivGqswUI3HBcoVC7DNPTEMwtOO1BwpxcWjuOV07Gymd-W34iI0jY9,samsung SM-A515F,Android
4dfea762-14fb-e811-a97a-000d3ab9a5ef,dBXubPPP3_k:APA91bFf95t8cDFZJ3CQ1YV-7sFMcH7SE7LRpocPLasqJXOMntwLFCcSds2YQpbZ8YDikXU-l9uz9Q71hIwbTNujVLwhdnDrIe6bAIPQlxk7sfetmDQ2c5DM6tZ2kCe4YoQyi8Il5238,samsung SM-N9500,Android
8f7493af-19a2-e411-8a2d-00155d35022a,dZHBKFt3SbeB38pP7Bs5zn:APA91bHJmDgmWESc2PxDzXt9HuUTn1zhTMxjZ2Dp_hqC--OlZQldo99sBe4DDjUhCGg0BMJfXh_rmJnl4HYradc9ktX4HIdiA37mPzNwWxo4z-JFYYaGbdMqytb4UqkBpInPtLo8yoQw,samsung SM-N9750,Android
83135868-98a3-e311-9907-00155d350211,dlPhJ5IrQe-ZMCbMjT4kPt:APA91bGf7cNj5yq2E6z0RBp6FEWMv2FRv4ER0jFDu4OP63eyvoNn_qMGU8YiwuiA8YkMVK02IQ7R6dWhMYgLkcdOesW-qpEal7iSHu3-ekmtBraX8CozDNwApuPA3KgbPw-zSxX2dRcr,samsung SM-A715F,Android
bfb1ae07-c8f2-e811-a97c-000d3ab9ad32,fmwrclwxSPS5K6WkYtzvJT:APA91bFU1jHa8vfQidA_kaJox-cwxUQfDMP-LpTozkY4oERJzZaoqG-wWGXnv3XnsPOQvGtp-oYX3sMUAcVc7UDcXQBqMpWCITQe_WFqh-IkV3PFrSiD583Hi_evXgqWiDmaDHKA_W0t,HUAWEI VOG-L29,Android
d22fca5e-04d2-e411-bb67-00155d076f02,e3vsSVozSo6LaAg1zfPb_w:APA91bHgjs-JOJwTb2qqYF1WHmhY9mPQJpYI6kqJQIYytFtrKC7MlBMg40nlhaT9RnXFPgQzxqvNwfT4CP2g7zn16cZn9XZd2u7CsJyIx43qjyYxlQASR0V-h9XYl4jGIEumyHyFXJCp,samsung SM-N9700,Android
ab9997c0-c942-e811-80ff-1458d041f8e8,f6ixysGjToC5AqctH8OZ0o:APA91bHJjZxk7vnQoDMQdAVqFBMwRo1PzeRFN8B2j5DsoyymtCBk-q7u62PSgJNz4jItNhrEhSpNYvcaOAGNueaRLvQvw0G9ns0rNUgApS7I0GUkdGwyfhdbK31-Q0BjYKNul2c0u0x7,samsung SM-G9980,Android
cbe6f347-450d-e711-80f0-021dd8b71cd3,eETiTGRMTDy-PZphpiQsO5:APA91bGC7sZGTNdOwDXhdCfNeFyOiem1dFQHmo9gfUji0Nr9B8pUQfXtAqR_j4J2xHT-wDe_VrhHT6CLiPSs-7iKRwLxdMJofN44_S4P0bd8150g9WiYJlKIVKS7_Fx0qz6ULNc2vIEJ,samsung SM-G9650,Android
b60fa216-08e5-e511-80d1-021dd8b71c5a,fuWO_Qg2Sc60JaQUWgJRRm:APA91bHXhhb3C72eeMTX4OpwCn4NRhfRkXU8oc0Ov6zByCvqFegSJs2iVfr8U1g8U3kC8HsJ8ZOLHMrkBKV50V-U20u66LDsPiq45EpqvsIWGdAokBKAgrrs51goFujO2k2AnmfEFDV7,HUAWEI CLT-L29,Android
c71f7dba-fe9c-eb11-b1ac-000d3adbf720,eI7i6zomSF6l3qP6BGdP8-:APA91bHYVlAUdsQDerlZZlcTXcJtr3-KgkS6BWpZZ6zL-LjBSSoEC5eAhQo6kXozBYQJPAitcA2vi_IsPKRBROx5EfjUJn5ZYi6FcVyHZrk9N3BX4J3xc6nnZ-E4xn0Ay53SKvgOmNKw,samsung SM-C7100,Android
03e46251-6433-e911-a981-000d3ab9add5,eINsE8P-R0ahRuzgIT9EOY:APA91bGg2q5XuKDga1kKq8ERndcjVegQ8TJTgFFIbmaPdtmSr3egHntrITl7FLsko8ycm0YosTlZ6bnIxic-AY4qI411gv11XkzYzvn2W9JekeVQQBh4BAdbRA4tviLwGuiXp5JnIDD7,Xiaomi M2002J9G,Android
be5fb9a9-4845-e911-a986-000d3ab9ad32,eaYn6cokTUONT7V67pzbP8:APA91bGiWRFdk5Lrf4anTnm-xapas1ZhOUmlB57weyUPT99QEj2xHPahWmzACtEIweIRVHiDYAWXXtNEDCvhggP50PvOfJbiyfJDzCA4WukKIxlSmtBYSBZ9TSY-T-Ip6CYrn03tbF3M,samsung SM-A7050,Android
9be761c8-2c45-e211-9f06-00155d350208,c3ZTTF6kQa2ngWno-YvfTl:APA91bFhy7yqn1le1Rc8qVb9ABvKrUnWaTUFH-sVXrpr9CNZ2-gn-gtqOhQwGjJdsJCOFUCCFhkWpEs3a7w2ImMiA2T1bdzb_LwHNWebhZsN_6_p0kDV_lELsHabtJJZQiLlpqj5olsr,samsung SM-A7050,Android
2921a61c-f243-e911-a981-000d3ab9aac9,fHAamS9XTAaY7qnNzYZ5Wz:APA91bFYugZfTKc9AjX2fv8aVP2_g5q2FCw0pZbR8swuIIwk2Q7spC1M3ncf6j0ZHJPG7A_plh9rOLxKTzXZKZ1TUdh-gtICyEzZHAR03TtRRr23sUFsPIUtE6mwfACRXlxNg2xHTlzf,samsung SM-N9860,Android
220cc236-a7a6-eb11-b1ac-000d3adcc68a,c5Oqx2liQfmlrF3Mu_8Rqm:APA91bEiiNKTIdBufSevqu5LtZdeM2BraOrSo7MZKYme_ze19QZKC3guREXh_6PdukfcxnFwnujvgEqt_H-ccgB8uKqFS3Pp10lIT7uKXrax7BWzCJIaJPwE6p8Ou_w4OiZp2E8EtMMw,samsung SM-G9860,Android
11ba6a77-13f1-e911-a811-000d3a649e58,czFD12cxR02yBWCv42DE5M:APA91bHuykh2grnxrurcfs96u0PbpPHoY7pcdG5Iem20225xpg5sW0KV8_XZ3ZJwtiy8yvH-DJrYW3mwezM5tubVnMiqZHeM0QNgO9ac2FCGzAfSCwY7jWlOx9LCy8XcPm2gqoJlo6Ww,samsung SM-G9700,Android
83c74ae6-2c45-e211-9f06-00155d350208,e-Km0ODnT76Mv3FBGAHD8Y:APA91bH_wZ5HuV1AnHynSh3t0kOgpMHmMIK38xAx4oUtOftjrc0G5T94M8rAcIOfntxrsawMsKGUJeVZzSBjQvf67yi7MOcL9nTKhnsjYnZaDyuKhaWfQ9EF4OqeFl0i5sCuAWwULq-n,Xiaomi MI 8,Android
fa081052-d7a4-eb11-b1ac-000d3adcc579,dbIgcPnxQYWmoOciWDTjP8:APA91bET2go5IdJczFSHPHsNWy0tuKjIAnO1E6vX7JiXm-uf5esOdx58vUGgaECpj1Gh5Q4C8APER-dFl4Tmtfb5T0Rq9KdJH64W3eqlrWDHRRt2oVCjUf2u8hQJUda0-376wt2ZIgtA,samsung SM-A125F,Android
6f2ccc35-5ba9-eb11-b1ac-000d3adcc68a,cXDi9a_dQoO_F0ZpOZS4DM:APA91bEbCR_8Yqh-MxIDkuKHo5oe7hKFhUWvRIbYinHdNubqyWX8aiddaLmypWrNNVLNkSBR6wogvuK66DRAGz9QzJGPL1Hvzmg6M77cD6StEZa4eLDL-kE3sQ7CUYhzKXrCfSfIKlX0,samsung SM-N9860,Android
5893c474-d5a8-eb11-b1ac-000d3adcc8d1,dRI2ycSaRvSXBA41jsaXLV:APA91bE9LBctT5L9nl8hqtUXaaTf94ozVH8tlK4ALEwnTUu8kIeFKFElpo5zXsBtw63thjew8KPa0bsh4TM-Yc5ZMTerv6HFNa8XMSEzK6A4OEaduq8__IkmB6FCatV6a-796VEWlsAY,samsung SM-N9810,Android
42ce632b-c9a8-eb11-b1ac-000d3adcc68a,ffn-HNCbTkyV2m740a9cxS:APA91bG-4oMe09bcbgk7yTlGoXFccK6TVZsOxnl__K59EFDwoOARcHkDbLaGN0gKgBzutj3_h4mqvKTVwa3PsZcyNlrqpCZxr2reE_wfiM-gkV9Th3fM-o6NGzjy2oOQJUp9y84sbhZ4,samsung SM-G9750,Android
5f9adda0-ac1b-e811-8124-3863bb354ff0,fv-7_c1zTly3Wn98kGi_pU:APA91bEWUDE-GmiFCyKKwF_g8H43O2Wq0PVvlgjmz-DNLZ68ARTzEzUx0ivvu9fPZNVY3gJhXxLzAu0jixg4quCbiFmM8KnTKfAE9W0s57uqZBJw0AX7XIxsNhEGbEDbclHJTZD9afa0,asus ASUS_X00TDE,Android
42264dfd-6333-e911-a981-000d3ab9add5,fK-oQOQQTxitEk__4nTqBS:APA91bEQkL9WXR3SK_IdhscM8RmCjuqZhgY2pVJ_nt1oG3h8RNIqFoG2Ej-GddA7GdVXZlVV9I79cYXOnvp-blOX74oGxS6rbIlS7S7S5-mMGY4G8ah5XD2hi3qwG5JK1iCMpc6CESf2,LGE LM-G710N,Android
f21571e7-6bd0-e311-bfdc-00155d068e1c,eqOWHA7qSr6vAvPKHeocj2:APA91bH2rXyXPFTDkfbK9mm8kzSz0fAdHw7i7zDg8H8aZMW4-JLxJma0G4pI4Db4nLhoiRmOiSqzHs896Fm8PjZCHUvQGqQOPxGaMFd_NgW1cAgrDSAHldeBV2K-eA759XP2jvENPg8y,vivo vivo 2006,Android
2389190c-3da3-eb11-b1ac-000d3ab30471,dqeSEQNZQkSfdVNMi6kxoH:APA91bFLzr25YEcYiISU91HDzeVikJzTz6Za8DWIPcTzDvHkK51usoPDWQpoSBqKt9t_EzDMapHvzPD8kdbjBObnzp4MlbgximwbGHePYJcjOiq_Ilx44q-m0yFQNWDttIKyakRPAlHq,samsung SM-F700F,Android
56e174f0-e5ab-eb11-8236-002248996ebf,e9R8pYxUSlqC9W-84axAU9:APA91bGXlon7xVfiz5OAmuYRJtz7x3QXEukvTU0F7viAnN-mwKmj9JKunPUPvyW7QUjGcgTONboxFHpsPjNqouDBTIfeZwXQDAUaoRXG7EUbAim0Cm6rqc_FRX_lNgajVZ08m_D-Rv_D,samsung SM-N9500,Android
205e528a-41d1-e511-80cf-021dd8b71c5a,f9vBPGAOST6RIUezm1pHtU:APA91bFEDbBbpDDFJ2jerNruKOeD7akV2yYPC3xcMkvsECykF6nWeh7dhPwhzAaarLy8OPXWfjpJygJx-7BHN1T_H0keswG2GfYSegZ3mhPuGxBgFHSupWquoDC3LfGoYcGhltpCtAo7,samsung SM-G9650,Android
7bec543d-c7a8-eb11-b1ac-000d3adcc68a,cyTU2AFNRn-MeXCo3rKXqG:APA91bEK4R5LBZb8eQGV1dnkg1QcrlfP7TRV8g4X8MFEPkUvdwvyOPkyOZrOQmSptFsYJ7A3-WatN3wCUM3TTKMl6ytsVhzb-SmqKcepw5ExFQN3f85Ra9gH4u3tdn_b5SPlo9x4tzLQ,samsung SM-G9600,Android
d78e8038-e3f7-e611-80f0-021dd8b71cd3,e1mq9j1GT7udLmL2xh_yY_:APA91bGWXqWeR1hqZG_Bxnac25bOG0wKDH63VhissJdwK4CDbmPhVbyMfO2U6UdqW3K_NZ_BfSN4cqOct648qSjwLT5CS3k4SSBNMQ6YdUwIzcvuWAoIFAPEweBE4G1rk-JbKohDhDEx,samsung SM-G930F,Android
e05b99bf-01a8-eb11-b1ac-000d3adcc68a,cmb8vM1gTOiM11paEeh7qC:APA91bEbdsvNjzfukh5wZ3D8DTG06zxObKfocRK8T60qckIPjtcROpb8uVFsTJZih5hodlmn3aAtMUEgoX4890ce2g6q4PC_4SnKnG9JRKCSZiYsZWI_o-rEz_q37Hvp5_fuiG_PQRzt,samsung SM-G9730,Android
00873692-7dac-eb11-8236-002248996ebf,cnswf0F2TtKeHQgZgudRxb:APA91bHrFoRL7wbd-B0-FHyRvY627p3hY_kuC-cQSBHW1mp5DKw0KoGWP2-ArkXCOo8dzDuPwWPXWscGydMIISyNVF0i84-iF_k_R4Qhc6BRMcJdwblBIwcqNPEpclX9kxY0qruQ0mMU,samsung SM-G9880,Android
836d12d1-a9ac-eb11-8236-002248996341,dB_Z4TCOSBaoM9x-X-k3Gy:APA91bGEyJ-m8BPqgEjRba2RB8RDU-Zx-H8CxOFg53lPcI5A7h3B3myyexXiXFAu6_wIfp41EbFOp-b58OXhcIYHlJhNfu44ttluOLVnpjEP-r6o48FTQa24Dvav53nZX-BOlM6eMGDu,samsung SM-G9730,Android
12031b28-b0ac-eb11-8236-002248996341,evlPk97eQiONYBWeiVqYaY:APA91bHkN4eLGHNR_PackBL4FDUZxr7fvodK7XcD-2UljKAdiHsuRK-YnEArWKeoUHeBB0whejhw34kc9lmbhLKb-Cotc8K35srPRz7BYlDvgCRGeOUpQWZE2EpVTGkCwqwMGRX1e27c,samsung SM-G9980,Android
b11a1d07-1dae-eb11-8236-002248996ebf,cu26StP4R5y7GqRMOd_84G:APA91bGPiuRL9Gt_7ta_NThNNF-AtQBQKXd50yXg444vJGjUn7-Ns1UxYN6MM0mlbXrkDwh5kP8eyiQDk5voN5vQIb5lpwH8VIR_O_vo_Doe6YVFycERS6NCxjEags_hvAEBuIAw-YzV,Sony J9210,Android
7dc3254a-1eae-eb11-8236-002248996341,eMMVBnDJSVGGo2fFlIh-hv:APA91bHpl3wQxEKer7FiUVDKKsC5B2iVjLAcKHRoy8Qfikwhrzeu-8oyYwAlp9OxclYiLWKBrWjdTGPaCk1TmLP0glzGsqr3fCCaRaz3FJuTYgEHQmPv_fBH8H-tkxjNNuZSIeFZntHJ,samsung SM-N9810,Android
89410e64-1ea4-eb11-b1ac-000d3ab30471,fgkoYlu_Tsi8VoEWphfqQy:APA91bGBfjhnP6zuYN1vf7lHa5AD1Yn_z2hY3QPdsSnwyChFVp2-9Wi0glP2JwaIQILuNBBpkwsJIILog7tEOg8zjcfLwKOvsTtnIhwEkbdNdjhkHz0U4RBBDCYyM3CIfBTcrQMXtnXN,samsung SM-N9860,Android
6abae5a0-b04f-e911-a989-000d3ab9a89f,fN8q7X0ySVqfxAXVs7RXFW:APA91bGPXHJMY8w3RjNFzOV-BrT--cw7XkTB2c6yxNUYvseLvTuX7l_Y_s3r_zw47LVICI7ii_4q5WoFLHu8O9ZkEApDa28VNzZNRczWKltKy0n4xewz3tu3bcxKDn5e5xwDo9e-D-7h,Xiaomi M2102K1G,Android
